2025-07-25 19:58:47,543 - INFO - HIRA 색인분류 계층 구조 추출 시작
2025-07-25 19:58:48,484 - INFO - 웹사이트 접속: https://biz.hira.or.kr/popup.ndo?formname=qya_bizcom%3A%3AInfoBank.xfdl&framename=InfoBank
2025-07-25 19:58:50,435 - INFO - Nexacro 애플리케이션 로딩 대기...
2025-07-25 19:59:05,445 - WARNING - 기본 검색 입력창을 찾을 수 없음. 계속 진행...
2025-07-25 19:59:08,456 - INFO - 색인분류검색 모달 열기 시도...
2025-07-25 19:59:08,456 - INFO - [1/12] 선택자 시도: text=색인분류검색
2025-07-25 19:59:08,457 - INFO - [2/12] 선택자 시도: text=색인분류
2025-07-25 19:59:08,461 - INFO - [3/12] 선택자 시도: button:has-text("색인분류")
2025-07-25 19:59:08,464 - INFO - [4/12] 선택자 시도: input[value*="색인분류"]
2025-07-25 19:59:08,466 - INFO - [5/12] 선택자 시도: [title*="색인분류"]
2025-07-25 19:59:08,467 - INFO - [6/12] 선택자 시도: [onclick*="classification"]
2025-07-25 19:59:08,469 - INFO - [7/12] 선택자 시도: span:has-text("색인분류")
2025-07-25 19:59:08,470 - INFO - [8/12] 선택자 시도: div:has-text("색인분류")
2025-07-25 19:59:08,472 - INFO - [9/12] 선택자 시도: [nexacroid*="btn"]:has-text("색인")
2025-07-25 19:59:08,474 - INFO - [10/12] 선택자 시도: [id*="btn"]:has-text("색인")
2025-07-25 19:59:08,475 - INFO - [11/12] 선택자 시도: img[alt*="색인"]
2025-07-25 19:59:08,477 - INFO - [12/12] 선택자 시도: img[title*="색인"]
2025-07-25 19:59:08,478 - ERROR - 색인분류검색 버튼을 찾을 수 없습니다.
2025-07-25 19:59:08,479 - ERROR - 색인분류검색 모달 열기 실패
2025-07-25 19:59:08,605 - INFO - 브라우저 정리 완료
2025-07-25 20:05:42,163 - INFO - HIRA 색인분류 계층 구조 추출 시작
2025-07-25 20:05:42,889 - INFO - 메인 페이지 접속: https://biz.hira.or.kr/index.do
2025-07-25 20:05:45,939 - INFO - Nexacro 메인 애플리케이션 로딩 대기...
2025-07-25 20:05:55,935 - INFO - 메인 페이지 로딩 완료 - 세션 확보
2025-07-25 20:05:55,959 - INFO - 메뉴 링크 발견: text=심사기준 종합서비스
2025-07-25 20:05:57,771 - INFO - 메뉴에서 팝업 열기 성공
2025-07-25 20:05:57,772 - INFO - Nexacro 팝업 애플리케이션 로딩 대기...
2025-07-25 20:06:07,797 - INFO - 팝업 페이지 로딩 완료
2025-07-25 20:06:10,793 - INFO - 색인분류검색 모달 열기 시도...
2025-07-25 20:06:10,793 - INFO - [1/12] 선택자 시도: text=색인분류검색
2025-07-25 20:06:10,804 - INFO - [2/12] 선택자 시도: text=색인분류
2025-07-25 20:06:10,814 - INFO - [3/12] 선택자 시도: button:has-text("색인분류")
2025-07-25 20:06:10,819 - INFO - [4/12] 선택자 시도: input[value*="색인분류"]
2025-07-25 20:06:10,822 - INFO - [5/12] 선택자 시도: [title*="색인분류"]
2025-07-25 20:06:10,826 - INFO - [6/12] 선택자 시도: [onclick*="classification"]
2025-07-25 20:06:10,829 - INFO - [7/12] 선택자 시도: span:has-text("색인분류")
2025-07-25 20:06:10,832 - INFO - [8/12] 선택자 시도: div:has-text("색인분류")
2025-07-25 20:06:10,843 - INFO - [9/12] 선택자 시도: [nexacroid*="btn"]:has-text("색인")
2025-07-25 20:06:10,845 - INFO - [10/12] 선택자 시도: [id*="btn"]:has-text("색인")
2025-07-25 20:06:10,854 - INFO - [11/12] 선택자 시도: img[alt*="색인"]
2025-07-25 20:06:10,857 - INFO - [12/12] 선택자 시도: img[title*="색인"]
2025-07-25 20:06:10,860 - ERROR - 색인분류검색 버튼을 찾을 수 없습니다.
2025-07-25 20:06:10,861 - ERROR - 색인분류검색 모달 열기 실패
2025-07-25 20:06:11,092 - INFO - 브라우저 정리 완료
2025-07-25 20:16:07,576 - INFO - HIRA 색인분류 계층 구조 추출 시작
2025-07-25 20:16:08,315 - INFO - 메인 페이지 접속: https://biz.hira.or.kr/index.do
2025-07-25 20:16:11,048 - INFO - Nexacro 메인 애플리케이션 로딩 대기...
2025-07-25 20:16:21,062 - INFO - 메인 페이지 로딩 완료 - 세션 확보
2025-07-25 20:16:21,086 - INFO - 메뉴 링크 발견: text=심사기준 종합서비스
2025-07-25 20:16:22,481 - INFO - 메뉴에서 팝업 열기 성공
2025-07-25 20:16:22,481 - INFO - Nexacro 팝업 애플리케이션 로딩 대기...
2025-07-25 20:16:32,508 - INFO - 팝업 페이지 로딩 완료
2025-07-25 20:16:35,515 - INFO - 색인분류검색 모달 열기 시도...
2025-07-25 20:16:35,515 - INFO - [1/18] 선택자 시도: #InfoBank_form_divMain_divWork5_btnIdxDivTextBoxElement
2025-07-25 20:16:35,519 - INFO - [2/18] 선택자 시도: [id*="btnIdxDivTextBoxElement"]
2025-07-25 20:16:35,530 - INFO - [3/18] 선택자 시도: [id*="btnIdxDiv"]
2025-07-25 20:16:35,539 - INFO - [4/18] 선택자 시도: [id*="divWork5_btn"]
2025-07-25 20:16:35,543 - INFO - [5/18] 선택자 시도: div[id*="btnIdx"] div:has-text("색인분류검색")
2025-07-25 20:16:35,558 - INFO - [6/18] 선택자 시도: div[id*="TextBoxElement"] div:has-text("색인분류검색")
2025-07-25 20:16:35,569 - INFO - [7/18] 선택자 시도: text=색인분류검색
2025-07-25 20:16:35,580 - INFO - [8/18] 선택자 시도: text=색인분류
2025-07-25 20:16:35,591 - INFO - [9/18] 선택자 시도: div[style*="table-cell"]:has-text("색인분류검색")
2025-07-25 20:16:35,602 - INFO - [10/18] 선택자 시도: div[style*="text-align: center"]:has-text("색인분류")
2025-07-25 20:16:35,611 - INFO - [11/18] 선택자 시도: div:has-text("색인분류검색")
2025-07-25 20:16:35,624 - INFO - [12/18] 선택자 시도: div:has-text("색인분류")
2025-07-25 20:16:35,635 - INFO - [13/18] 선택자 시도: [id*="btn"]:has-text("색인")
2025-07-25 20:16:35,644 - INFO - [14/18] 선택자 시도: span:has-text("색인분류")
2025-07-25 20:16:35,647 - INFO - [15/18] 선택자 시도: [id*="InfoBank_form_divMain_divWork"][id*="btn"]
2025-07-25 20:16:35,657 - INFO - [16/18] 선택자 시도: [nexacroid*="btn"]:has-text("색인")
2025-07-25 20:16:35,660 - INFO - [17/18] 선택자 시도: img[alt*="색인"]
2025-07-25 20:16:35,663 - INFO - [18/18] 선택자 시도: img[title*="색인"]
2025-07-25 20:16:35,666 - ERROR - 색인분류검색 버튼을 찾을 수 없습니다.
